index,Date,LandAvg_temp,LandAvg_temp_Uncer,LandMax_temp,LandMax_tempUncer,LandMin_temp,LandMin_tempUncer,LandOceanAvg_temp,LandOceanAvg_tempUncer
1010,1984-03-01,5.67,0.08,11.54,0.1,-0.08,0.06,14.61,0.06
1011,1984-04-01,8.43,0.16,14.34,0.23,2.61,0.21,15.37,0.07
1012,1984-05-01,11.98,0.06,17.86,0.12,6.21,0.14,16.29,0.05
1013,1984-06-01,13.39,0.19,19.05,0.13,7.66,0.17,16.67,0.07
1014,1984-07-01,14.43,0.14,20.11,0.07,8.96,0.19,16.96,0.06
1015,1984-08-01,13.98,0.09,19.83,0.23,8.33,0.15,16.97,0.05
1016,1984-09-01,12.02,0.07,17.72,0.1,6.5,0.1,16.39,0.05
1017,1984-10-01,9.38,0.08,14.89,0.07,4.01,0.1,15.37,0.05
1018,1984-11-01,5.81,0.11,11.24,0.17,0.6,0.09,14.32,0.06
1019,1984-12-01,3.19,0.07,8.41,0.15,-1.88,0.11,13.6,0.05
1020,1985-01-01,3.01,0.08,8.38,0.12,-2.22,0.06,13.68,0.05
1021,1985-02-01,2.7,0.09,8.32,0.12,-2.85,0.08,13.73,0.05
1022,1985-03-01,5.45,0.06,11.19,0.09,-0.13,0.09,14.53,0.05
1023,1985-04-01,8.63,0.09,14.42,0.09,2.9,0.11,15.36,0.05
1024,1985-05-01,11.43,0.07,17.2,0.12,5.76,0.12,16.14,0.05
1025,1985-06-01,13.57,0.19,19.4,0.24,7.91,0.15,16.71,0.07
1026,1985-07-01,13.97,0.09,19.71,0.11,8.36,0.14,16.91,0.05
1027,1985-08-01,14.06,0.09,19.76,0.11,8.51,0.09,17.01,0.05
1028,1985-09-01,11.98,0.08,17.63,0.14,6.48,0.14,16.36,0.05
1029,1985-10-01,9.34,0.09,14.81,0.05,4.05,0.1,15.48,0.05
1030,1985-11-01,5.97,0.1,11.33,0.1,0.7,0.11,14.39,0.06
1031,1985-12-01,3.79,0.11,9.04,0.15,-1.37,0.08,13.81,0.06
1032,1986-01-01,3.31,0.12,8.82,0.07,-2.01,0.08,13.72,0.06
1033,1986-02-01,3.99,0.11,9.7,0.2,-1.64,0.09,14.08,0.06
1034,1986-03-01,5.75,0.05,11.63,0.08,0.01,0.06,14.61,0.05
1035,1986-04-01,8.87,0.09,14.77,0.21,3.1,0.06,15.45,0.05
1036,1986-05-01,11.58,0.07,17.39,0.11,5.89,0.18,16.16,0.05
1037,1986-06-01,13.44,0.06,19.21,0.19,7.72,0.19,16.7,0.05
1038,1986-07-01,14.29,0.06,19.99,0.1,8.74,0.12,16.99,0.05
1039,1986-08-01,13.97,0.06,19.87,0.1,8.43,0.14,16.94,0.05
1040,1986-09-01,11.82,0.14,17.71,0.11,6.39,0.27,16.29,0.06
1041,1986-10-01,9.3,0.1,14.8,0.15,3.88,0.16,15.46,0.05
1042,1986-11-01,5.92,0.1,11.23,0.06,0.7,0.09,14.41,0.06
1043,1986-12-01,3.75,0.07,9.07,0.07,-1.4,0.1,13.8,0.05
1044,1987-01-01,3.14,0.12,8.7,0.08,-2.34,0.11,13.76,0.06
1045,1987-02-01,4.13,0.09,9.79,0.1,-1.37,0.09,14.16,0.05
1046,1987-03-01,5.25,0.08,11.2,0.07,-0.47,0.08,14.54,0.05
1047,1987-04-01,8.59,0.08,14.69,0.08,2.83,0.22,15.45,0.05
1048,1987-05-01,11.53,0.07,17.32,0.13,5.8,0.14,16.25,0.05
1049,1987-06-01,13.93,0.07,19.66,0.15,8.11,0.13,16.9,0.05
1050,1987-07-01,14.89,0.14,20.67,0.1,9.33,0.2,17.3,0.06
1051,1987-08-01,13.9,0.13,19.63,0.15,8.32,0.23,17.06,0.06
1052,1987-09-01,12.45,0.07,18.23,0.13,6.88,0.22,16.57,0.05
1053,1987-10-01,9.59,0.08,15.14,0.08,4.09,0.09,15.62,0.05
1054,1987-11-01,6.06,0.05,11.52,0.16,0.71,0.13,14.56,0.05
1055,1987-12-01,4.49,0.05,9.86,0.09,-0.71,0.11,14.13,0.05
1056,1988-01-01,3.45,0.07,8.86,0.12,-1.8,0.09,13.98,0.05
1057,1988-02-01,3.42,0.1,9.09,0.09,-2.03,0.07,14.06,0.05
1058,1988-03-01,5.93,0.09,11.82,0.09,0.37,0.14,14.78,0.05
1059,1988-04-01,8.99,0.07,14.98,0.12,3.29,0.09,15.59,0.05
1060,1988-05-01,11.85,0.09,17.68,0.06,6.14,0.2,16.35,0.05
1061,1988-06-01,14.1,0.1,19.97,0.16,8.36,0.09,16.98,0.06
1062,1988-07-01,14.8,0.07,20.47,0.17,9.19,0.12,17.18,0.05
1063,1988-08-01,14.55,0.12,20.12,0.26,8.9,0.16,17.17,0.06
1064,1988-09-01,12.68,0.07,18.42,0.14,7.08,0.08,16.55,0.05
1065,1988-10-01,9.98,0.06,15.72,0.19,4.36,0.15,15.64,0.05
1066,1988-11-01,6.29,0.07,11.84,0.08,0.84,0.07,14.46,0.05
1067,1988-12-01,4.36,0.06,9.71,0.12,-0.85,0.08,13.92,0.05
