index,Date,LandAvg_temp,LandAvg_temp_Uncer,LandMax_temp,LandMax_tempUncer,LandMin_temp,LandMin_tempUncer,LandOceanAvg_temp,LandOceanAvg_tempUncer
337,1928-02-01,3.33,0.24,9.04,0.32,-2.61,0.3,13.72,0.12
338,1928-03-01,4.96,0.19,10.89,0.23,-1.25,0.3,14.23,0.12
339,1928-04-01,8.24,0.28,14.19,0.22,2.05,0.3,15.13,0.13
340,1928-05-01,11.17,0.32,17.06,0.27,4.98,0.34,15.88,0.13
341,1928-06-01,13.11,0.24,18.86,0.25,7.04,0.27,16.36,0.12
342,1928-07-01,14.31,0.3,20,0.3,8.19,0.3,16.8,0.13
343,1928-08-01,13.69,0.33,19.52,0.3,7.8,0.32,16.7,0.13
344,1928-09-01,12.03,0.23,17.98,0.22,6.02,0.24,16.07,0.12
345,1928-10-01,9.49,0.19,15.39,0.19,3.55,0.21,15.23,0.11
346,1928-11-01,6.34,0.23,11.93,0.18,0.63,0.24,14.28,0.12
347,1928-12-01,3.87,0.22,9.19,0.26,-1.75,0.26,13.57,0.12
348,1929-01-01,2.05,0.29,7.48,0.3,-3.66,0.27,13.14,0.13
349,1929-02-01,2.17,0.23,7.84,0.22,-3.88,0.27,13.24,0.12
350,1929-03-01,5.1,0.19,10.98,0.23,-1.13,0.29,14.08,0.12
351,1929-04-01,8.09,0.27,14.08,0.29,1.84,0.28,14.99,0.13
352,1929-05-01,10.91,0.29,16.91,0.26,4.78,0.33,15.72,0.13
353,1929-06-01,12.93,0.23,18.65,0.26,6.91,0.29,16.33,0.12
354,1929-07-01,13.96,0.31,19.65,0.31,8.01,0.32,16.59,0.13
355,1929-08-01,13.68,0.33,19.55,0.3,7.7,0.33,16.67,0.14
356,1929-09-01,11.81,0.26,17.6,0.2,5.93,0.24,16.09,0.13
357,1929-10-01,9.46,0.2,15.22,0.18,3.69,0.23,15.25,0.11
358,1929-11-01,6.17,0.21,11.76,0.17,0.38,0.21,14.31,0.12
359,1929-12-01,2.57,0.22,7.77,0.22,-2.95,0.24,13.21,0.12
360,1930-01-01,2.4,0.23,7.67,0.22,-3.17,0.34,13.26,0.13
361,1930-02-01,3.15,0.24,8.9,0.25,-2.85,0.25,13.54,0.13
362,1930-03-01,5.48,0.19,11.54,0.27,-0.57,0.21,14.33,0.13
363,1930-04-01,8.18,0.24,14.02,0.25,2.07,0.27,15.08,0.12
364,1930-05-01,11.11,0.29,16.87,0.27,5.02,0.31,15.91,0.13
365,1930-06-01,13.35,0.23,19.07,0.26,7.29,0.31,16.47,0.12
366,1930-07-01,14.46,0.3,20.25,0.27,8.41,0.29,16.85,0.14
367,1930-08-01,13.93,0.33,19.8,0.29,8,0.3,16.79,0.15
368,1930-09-01,11.87,0.25,17.75,0.2,5.93,0.24,16.25,0.13
369,1930-10-01,9.26,0.19,14.94,0.2,3.59,0.25,15.36,0.12
370,1930-11-01,6.57,0.2,12.03,0.19,0.89,0.21,14.51,0.13
371,1930-12-01,3.83,0.19,9.07,0.24,-1.74,0.24,13.72,0.12
372,1931-01-01,2.76,0.23,8.06,0.34,-2.9,0.25,13.53,0.13
373,1931-02-01,2.71,0.22,8.22,0.23,-3.12,0.24,13.62,0.12
374,1931-03-01,5.22,0.19,11.19,0.15,-1.01,0.24,14.35,0.13
375,1931-04-01,8.16,0.23,14.08,0.23,2.02,0.29,15.12,0.13
376,1931-05-01,11.02,0.28,16.8,0.27,4.95,0.33,15.87,0.13
377,1931-06-01,13.57,0.24,19.42,0.22,7.49,0.26,16.63,0.13
378,1931-07-01,14.58,0.3,20.4,0.28,8.66,0.33,16.97,0.14
379,1931-08-01,14.12,0.33,19.96,0.29,8.19,0.33,16.89,0.14
380,1931-09-01,12.28,0.25,18.08,0.2,6.49,0.24,16.29,0.13
381,1931-10-01,9.94,0.2,15.72,0.17,4.07,0.24,15.45,0.12
382,1931-11-01,6.24,0.2,11.63,0.19,0.54,0.27,14.32,0.12
383,1931-12-01,4.03,0.19,9.48,0.18,-1.57,0.26,13.71,0.12
384,1932-01-01,3.6,0.22,9.16,0.25,-2.05,0.28,13.69,0.13
385,1932-02-01,2.99,0.22,8.8,0.22,-3.23,0.21,13.66,0.12
386,1932-03-01,4.94,0.2,10.93,0.17,-1.16,0.24,14.25,0.13
387,1932-04-01,8.77,0.26,14.64,0.22,2.6,0.27,15.34,0.13
388,1932-05-01,11.24,0.3,16.87,0.25,5.23,0.34,16.02,0.13
389,1932-06-01,13.38,0.26,19.11,0.22,7.26,0.25,16.5,0.13
390,1932-07-01,14.37,0.31,20.09,0.29,8.42,0.34,16.85,0.14
391,1932-08-01,13.74,0.33,19.5,0.28,7.92,0.33,16.68,0.14
392,1932-09-01,12.31,0.27,18.22,0.21,6.34,0.23,16.26,0.13
393,1932-10-01,9.68,0.23,15.42,0.16,3.9,0.24,15.28,0.12
394,1932-11-01,5.91,0.19,11.55,0.2,0.01,0.28,14.18,0.12
395,1932-12-01,3.53,0.2,8.89,0.21,-2.07,0.27,13.56,0.12
396,1933-01-01,2.17,0.23,7.38,0.21,-3.45,0.28,13.26,0.13
397,1933-02-01,2.66,0.21,8.35,0.3,-3.32,0.3,13.51,0.12
398,1933-03-01,4.87,0.18,10.77,0.19,-1.27,0.31,14.13,0.12
399,1933-04-01,8.12,0.27,14.05,0.26,2,0.29,15.04,0.13
400,1933-05-01,11.05,0.29,16.85,0.27,4.99,0.3,15.82,0.13
401,1933-06-01,13.11,0.24,19.04,0.25,7,0.31,16.34,0.13
402,1933-07-01,14.24,0.3,20.04,0.28,8.29,0.29,16.7,0.14
403,1933-08-01,13.76,0.32,19.64,0.3,7.86,0.32,16.7,0.14
404,1933-09-01,11.85,0.24,17.63,0.2,6.05,0.26,16.02,0.13
405,1933-10-01,9.24,0.23,15.17,0.17,3.37,0.25,15.14,0.12
406,1933-11-01,5.89,0.2,11.58,0.23,0.09,0.25,14.13,0.12
407,1933-12-01,3.1,0.19,8.46,0.23,-2.53,0.23,13.35,0.12
408,1934-01-01,2.48,0.23,7.99,0.22,-3.13,0.27,13.28,0.12
409,1934-02-01,3.7,0.25,9.5,0.24,-2.19,0.36,13.7,0.12
410,1934-03-01,4.82,0.2,10.84,0.19,-1.38,0.22,14.07,0.12
411,1934-04-01,8.02,0.26,14,0.24,1.85,0.29,15.02,0.13
412,1934-05-01,11.48,0.28,17.53,0.27,5.26,0.31,15.95,0.13
413,1934-06-01,13.4,0.24,19.18,0.25,7.42,0.27,16.58,0.12
414,1934-07-01,14.34,0.3,20.14,0.29,8.47,0.32,16.85,0.13
415,1934-08-01,13.78,0.32,19.53,0.29,8.01,0.34,16.74,0.14
416,1934-09-01,11.73,0.24,17.51,0.22,5.9,0.26,16.13,0.12
417,1934-10-01,9.42,0.19,15.37,0.18,3.63,0.21,15.33,0.12
418,1934-11-01,6.4,0.18,11.74,0.18,0.98,0.23,14.41,0.11
419,1934-12-01,3.98,0.19,9.28,0.24,-1.62,0.22,13.67,0.12
420,1935-01-01,2.18,0.2,7.74,0.22,-3.62,0.25,13.3,0.12
421,1935-02-01,4.12,0.22,9.94,0.21,-1.72,0.24,13.86,0.12
422,1935-03-01,5.4,0.19,11.34,0.2,-0.8,0.2,14.27,0.12
423,1935-04-01,7.77,0.26,13.81,0.25,1.55,0.27,15.01,0.13
424,1935-05-01,10.91,0.28,16.88,0.26,4.76,0.31,15.85,0.13
425,1935-06-01,13.33,0.23,19.1,0.23,7.19,0.25,16.5,0.12
426,1935-07-01,14.33,0.29,20.17,0.31,8.44,0.3,16.85,0.13
427,1935-08-01,13.78,0.33,19.66,0.3,7.83,0.33,16.71,0.14
428,1935-09-01,12,0.24,17.9,0.21,6.04,0.25,16.14,0.12
429,1935-10-01,9.52,0.2,15.38,0.17,3.7,0.23,15.31,0.11
430,1935-11-01,5.44,0.19,10.85,0.2,-0.23,0.25,14.07,0.12
431,1935-12-01,3.42,0.21,8.68,0.23,-2.09,0.28,13.55,0.12
432,1936-01-01,2.25,0.22,7.81,0.2,-3.53,0.24,13.26,0.12
433,1936-02-01,2.51,0.24,8.25,0.29,-3.46,0.25,13.53,0.12
434,1936-03-01,5.03,0.19,11.03,0.2,-1.15,0.22,14.21,0.12
435,1936-04-01,8.13,0.26,14.08,0.25,1.98,0.25,15.09,0.12
436,1936-05-01,11.25,0.28,17.08,0.28,5.23,0.3,15.94,0.12
437,1936-06-01,13.36,0.24,19.17,0.24,7.29,0.28,16.52,0.12
438,1936-07-01,14.63,0.3,20.44,0.28,8.7,0.29,16.93,0.13
439,1936-08-01,13.86,0.33,19.69,0.29,7.93,0.32,16.81,0.13
440,1936-09-01,12.02,0.25,17.91,0.21,6.06,0.22,16.19,0.12
441,1936-10-01,9.46,0.22,15.32,0.21,3.66,0.23,15.41,0.12
442,1936-11-01,6.23,0.19,11.81,0.2,0.41,0.21,14.34,0.11
443,1936-12-01,3.92,0.21,9.18,0.22,-1.44,0.25,13.77,0.12
444,1937-01-01,2.45,0.2,7.88,0.24,-3.22,0.26,13.42,0.12
445,1937-02-01,3.55,0.22,9.24,0.26,-2.39,0.22,13.9,0.12
446,1937-03-01,4.85,0.22,10.73,0.2,-1.41,0.24,14.28,0.12
447,1937-04-01,8.14,0.24,14.03,0.25,2,0.28,15.23,0.12
448,1937-05-01,11.42,0.29,17.36,0.27,5.17,0.3,16.05,0.12
449,1937-06-01,13.6,0.24,19.56,0.23,7.45,0.25,16.68,0.12
450,1937-07-01,14.38,0.3,20.15,0.27,8.41,0.28,17.05,0.13
451,1937-08-01,14.01,0.33,19.85,0.32,8.14,0.29,16.94,0.14
452,1937-09-01,12.41,0.25,18.38,0.24,6.42,0.22,16.4,0.12
453,1937-10-01,9.73,0.2,15.63,0.21,4,0.24,15.52,0.11
454,1937-11-01,6.36,0.2,11.91,0.22,0.61,0.22,14.45,0.11
455,1937-12-01,3.48,0.21,9,0.24,-2.2,0.28,13.68,0.12
456,1938-01-01,2.91,0.19,8.42,0.22,-2.6,0.27,13.6,0.11
457,1938-02-01,3.42,0.23,9.14,0.26,-2.52,0.25,13.83,0.11
458,1938-03-01,5.65,0.19,11.62,0.17,-0.43,0.21,14.49,0.11
459,1938-04-01,8.91,0.25,14.98,0.24,2.97,0.25,15.36,0.12
460,1938-05-01,11.46,0.3,17.43,0.28,5.43,0.31,16,0.13
461,1938-06-01,13.32,0.24,18.99,0.22,7.42,0.26,16.61,0.12
462,1938-07-01,14.48,0.29,20.25,0.29,8.61,0.31,16.87,0.13
463,1938-08-01,13.96,0.33,19.85,0.31,8.1,0.33,16.9,0.13
464,1938-09-01,12.43,0.25,18.31,0.21,6.47,0.24,16.37,0.12
465,1938-10-01,9.78,0.19,15.73,0.17,3.98,0.25,15.53,0.11
466,1938-11-01,6.53,0.21,12.16,0.2,0.97,0.26,14.41,0.11
467,1938-12-01,3.51,0.21,8.92,0.25,-2,0.29,13.56,0.12
468,1939-01-01,2.93,0.2,8.53,0.27,-2.77,0.24,13.54,0.11
469,1939-02-01,3.23,0.2,9.05,0.23,-2.54,0.22,13.76,0.11
470,1939-03-01,4.93,0.2,10.84,0.19,-1.1,0.22,14.27,0.11
471,1939-04-01,8.33,0.25,14.44,0.23,2.27,0.25,15.3,0.12
472,1939-05-01,11.52,0.3,17.49,0.28,5.36,0.29,16.17,0.13
473,1939-06-01,13.53,0.26,19.47,0.24,7.51,0.27,16.71,0.12
474,1939-07-01,14.39,0.29,20.26,0.3,8.62,0.34,16.99,0.13
475,1939-08-01,13.93,0.32,19.81,0.3,8.01,0.32,16.89,0.14
476,1939-09-01,11.96,0.25,17.92,0.2,5.91,0.26,16.3,0.13
477,1939-10-01,9.22,0.18,14.96,0.18,3.48,0.21,15.23,0.12
478,1939-11-01,6.19,0.19,11.74,0.21,0.55,0.24,14.38,0.12
479,1939-12-01,4.96,0.21,10.63,0.25,-0.74,0.26,14.09,0.11
480,1940-01-01,2.33,0.2,7.94,0.22,-3.35,0.26,13.58,0.12
481,1940-02-01,3.42,0.2,9.25,0.24,-2.49,0.24,13.93,0.12
482,1940-03-01,5.42,0.18,11.4,0.17,-0.62,0.2,14.48,0.12
483,1940-04-01,8.76,0.25,14.79,0.25,2.72,0.26,15.45,0.12
484,1940-05-01,11.34,0.3,17.27,0.27,5.2,0.33,16.08,0.13
485,1940-06-01,13.58,0.23,19.5,0.21,7.53,0.25,16.73,0.12
486,1940-07-01,14.57,0.29,20.41,0.27,8.51,0.3,17.12,0.13
487,1940-08-01,13.81,0.32,19.66,0.29,7.94,0.31,16.95,0.13
488,1940-09-01,12.27,0.23,18.19,0.21,6.38,0.23,16.43,0.13
489,1940-10-01,9.46,0.19,15.27,0.22,3.76,0.23,15.38,0.12
490,1940-11-01,6.08,0.19,11.67,0.23,0.52,0.22,14.38,0.12
491,1940-12-01,4.13,0.19,9.59,0.23,-1.42,0.22,13.96,0.12
492,1941-01-01,2.74,0.2,8.35,0.21,-3.01,0.21,13.62,0.11
493,1941-02-01,3.67,0.2,9.44,0.25,-2.23,0.23,13.95,0.11
494,1941-03-01,5.21,0.19,11.15,0.2,-0.9,0.21,14.43,0.1
495,1941-04-01,8.57,0.24,14.43,0.24,2.62,0.26,15.41,0.11
496,1941-05-01,11.49,0.28,17.26,0.26,5.58,0.3,16.15,0.12
497,1941-06-01,13.63,0.23,19.45,0.22,7.7,0.26,16.75,0.11
498,1941-07-01,14.69,0.29,20.58,0.26,8.74,0.29,17.13,0.12
499,1941-08-01,14.03,0.32,19.85,0.29,8.13,0.33,16.91,0.13
500,1941-09-01,11.82,0.23,17.81,0.21,5.97,0.32,16.19,0.11
501,1941-10-01,9.71,0.17,15.5,0.18,3.99,0.25,15.63,0.11
502,1941-11-01,5.95,0.18,11.54,0.21,0.27,0.23,14.47,0.11
503,1941-12-01,3.71,0.19,9.08,0.23,-1.87,0.28,13.97,0.14
504,1942-01-01,3.1,0.22,8.71,0.21,-2.61,0.28,13.82,0.13
505,1942-02-01,2.86,0.2,8.54,0.25,-2.88,0.27,13.77,0.12
506,1942-03-01,5.31,0.19,11.26,0.19,-0.77,0.22,14.54,0.12
507,1942-04-01,8.42,0.24,14.45,0.24,2.4,0.31,15.31,0.13
508,1942-05-01,11.34,0.28,17.2,0.28,5.4,0.32,16.15,0.14
509,1942-06-01,13.58,0.22,19.42,0.23,7.72,0.3,16.73,0.13
510,1942-07-01,14.24,0.29,20.11,0.27,8.52,0.32,16.9,0.14
511,1942-08-01,13.79,0.32,19.6,0.31,8.04,0.32,16.77,0.15
512,1942-09-01,12.15,0.23,18.14,0.23,6.15,0.25,16.27,0.14
513,1942-10-01,9.63,0.19,15.45,0.2,3.86,0.23,15.36,0.13
514,1942-11-01,6.4,0.18,12.15,0.2,0.68,0.29,14.43,0.13
515,1942-12-01,3.94,0.19,9.37,0.26,-1.47,0.23,13.87,0.13
516,1943-01-01,2.4,0.2,8.02,0.22,-3.28,0.22,13.52,0.14
517,1943-02-01,3.51,0.2,9.47,0.23,-2.37,0.23,13.94,0.13
518,1943-03-01,5.14,0.18,11.12,0.2,-0.81,0.19,14.37,0.13
519,1943-04-01,8.64,0.24,14.65,0.22,2.72,0.25,15.34,0.14
520,1943-05-01,11.48,0.28,17.4,0.25,5.52,0.32,16.12,0.14
521,1943-06-01,13.16,0.23,19.04,0.23,7.31,0.22,16.6,0.13
522,1943-07-01,14.46,0.3,20.39,0.27,8.5,0.32,16.95,0.14
523,1943-08-01,13.77,0.31,19.68,0.28,7.99,0.3,16.91,0.14
524,1943-09-01,12.1,0.23,18.03,0.22,6.33,0.21,16.29,0.13
525,1943-10-01,9.91,0.18,15.86,0.19,4.07,0.2,15.62,0.13
526,1943-11-01,6.26,0.19,11.87,0.22,0.59,0.23,14.53,0.13
527,1943-12-01,4.23,0.19,9.71,0.2,-1.33,0.24,13.96,0.13
528,1944-01-01,3.5,0.18,9.04,0.21,-1.93,0.23,13.82,0.12
529,1944-02-01,3.59,0.22,9.41,0.21,-2.12,0.26,14.02,0.12
530,1944-03-01,5.53,0.2,11.52,0.17,-0.4,0.23,14.63,0.12
531,1944-04-01,8.43,0.24,14.58,0.22,2.34,0.25,15.43,0.13
532,1944-05-01,11.33,0.28,17.48,0.26,5.33,0.3,16.21,0.14
533,1944-06-01,13.48,0.22,19.51,0.25,7.49,0.23,16.77,0.12
534,1944-07-01,14.47,0.28,20.49,0.28,8.65,0.28,17.12,0.14
535,1944-08-01,14.02,0.31,20.11,0.28,8.08,0.3,17.12,0.14
536,1944-09-01,12.45,0.23,18.45,0.2,6.61,0.21,16.47,0.13
537,1944-10-01,9.81,0.17,15.73,0.17,4.03,0.21,15.62,0.12
538,1944-11-01,6.09,0.18,11.52,0.22,0.61,0.24,14.4,0.12
539,1944-12-01,3.43,0.18,8.9,0.27,-1.97,0.22,13.77,0.13
540,1945-01-01,2.52,0.19,8.13,0.18,-2.91,0.23,13.59,0.12
541,1945-02-01,2.65,0.19,8.37,0.19,-3.04,0.25,13.75,0.12
542,1945-03-01,5.18,0.17,11.18,0.15,-0.9,0.24,14.46,0.12
543,1945-04-01,8.68,0.24,14.73,0.24,2.6,0.28,15.43,0.13
544,1945-05-01,11.1,0.27,17.21,0.3,5.01,0.31,16.06,0.14
545,1945-06-01,13.33,0.23,19.41,0.23,7.37,0.22,16.66,0.13
546,1945-07-01,14.21,0.29,20.14,0.27,8.35,0.27,16.91,0.14
547,1945-08-01,14.31,0.32,20.19,0.28,8.41,0.31,17.11,0.15
548,1945-09-01,12.22,0.23,18.08,0.2,6.41,0.3,16.36,0.13
549,1945-10-01,9.57,0.17,15.46,0.17,3.83,0.27,15.57,0.12
550,1945-11-01,6.07,0.17,11.7,0.18,0.47,0.22,14.45,0.12
551,1945-12-01,3.16,0.18,8.67,0.19,-2.34,0.22,13.62,0.12
552,1946-01-01,2.98,0.19,8.48,0.19,-2.55,0.26,13.64,0.13
553,1946-02-01,3.46,0.21,9.26,0.18,-2.39,0.23,13.82,0.13
554,1946-03-01,5.24,0.17,11.24,0.17,-0.84,0.22,14.51,0.12
555,1946-04-01,8.84,0.22,14.91,0.23,2.71,0.25,15.44,0.13
556,1946-05-01,11.36,0.27,17.28,0.25,5.32,0.31,15.99,0.14
557,1946-06-01,13.3,0.24,19.09,0.21,7.2,0.23,16.51,0.14
558,1946-07-01,14.41,0.29,20.27,0.27,8.43,0.28,16.94,0.14
559,1946-08-01,13.83,0.32,19.78,0.29,8,0.3,16.72,0.14
560,1946-09-01,12.06,0.23,17.92,0.2,6.26,0.23,16.25,0.14
561,1946-10-01,9.28,0.17,15.18,0.17,3.58,0.26,15.44,0.13
562,1946-11-01,6.24,0.18,11.86,0.19,0.55,0.24,14.36,0.12
563,1946-12-01,3.13,0.18,8.51,0.23,-2.31,0.25,13.53,0.12
564,1947-01-01,2.6,0.18,8.11,0.19,-2.99,0.24,13.53,0.12
565,1947-02-01,3.28,0.19,9.04,0.19,-2.67,0.26,13.83,0.12
566,1947-03-01,5.8,0.18,11.8,0.19,-0.37,0.24,14.54,0.12
567,1947-04-01,8.69,0.23,14.73,0.24,2.74,0.25,15.37,0.13
568,1947-05-01,11.33,0.27,17.27,0.26,5.26,0.3,16.09,0.14
569,1947-06-01,13.46,0.22,19.36,0.21,7.45,0.21,16.7,0.13
570,1947-07-01,14.35,0.28,20.13,0.27,8.35,0.29,16.97,0.14
571,1947-08-01,13.83,0.3,19.54,0.28,8,0.29,16.8,0.14
572,1947-09-01,12.17,0.22,17.96,0.19,6.36,0.22,16.26,0.13
573,1947-10-01,10.01,0.16,15.8,0.16,4.31,0.2,15.49,0.13
574,1947-11-01,6.41,0.19,11.93,0.21,0.91,0.25,14.44,0.13
575,1947-12-01,3.66,0.18,9.09,0.22,-1.78,0.24,13.69,0.13
576,1948-01-01,3.37,0.18,9.14,0.19,-2.35,0.19,13.67,0.12
577,1948-02-01,3.22,0.2,9.03,0.21,-2.61,0.23,13.69,0.12
578,1948-03-01,4.92,0.16,10.85,0.22,-1.04,0.2,14.28,0.12
579,1948-04-01,8.5,0.21,14.38,0.24,2.62,0.26,15.27,0.13
580,1948-05-01,11.54,0.26,17.59,0.27,5.52,0.29,16.17,0.14
581,1948-06-01,13.66,0.21,19.61,0.22,7.58,0.21,16.74,0.13
582,1948-07-01,14.45,0.28,20.33,0.28,8.62,0.28,16.94,0.14
583,1948-08-01,13.9,0.3,19.87,0.3,7.96,0.29,16.9,0.14
584,1948-09-01,12.15,0.22,18.22,0.22,6.21,0.23,16.24,0.13
585,1948-10-01,9.58,0.17,15.52,0.17,3.81,0.21,15.39,0.12
586,1948-11-01,6.19,0.16,11.85,0.25,0.69,0.25,14.3,0.13
587,1948-12-01,3.49,0.17,8.98,0.24,-2.03,0.21,13.54,0.13
588,1949-01-01,3.22,0.17,8.84,0.17,-2.43,0.21,13.7,0.1
589,1949-02-01,2.76,0.18,8.52,0.19,-3,0.26,13.69,0.1
590,1949-03-01,5.08,0.18,10.98,0.15,-0.77,0.21,14.32,0.1
591,1949-04-01,8.34,0.23,14.41,0.22,2.36,0.27,15.31,0.11
592,1949-05-01,11.31,0.26,17.2,0.26,5.44,0.28,16.06,0.12
593,1949-06-01,13.22,0.21,19.06,0.26,7.39,0.22,16.47,0.11
594,1949-07-01,14.2,0.27,20.13,0.29,8.3,0.28,16.81,0.12
595,1949-08-01,13.83,0.29,19.77,0.3,8,0.29,16.8,0.12
596,1949-09-01,11.96,0.21,17.97,0.2,6.05,0.21,16.18,0.11
597,1949-10-01,9.53,0.16,15.44,0.19,3.72,0.2,15.38,0.1
598,1949-11-01,6.15,0.16,11.82,0.21,0.45,0.22,14.33,0.1
599,1949-12-01,3.45,0.18,8.84,0.21,-1.89,0.24,13.63,0.1
600,1950-01-01,2.01,0.17,7.61,0.21,-3.62,0.24,13.31,0.1
601,1950-02-01,2.72,0.18,8.47,0.21,-3.01,0.22,13.55,0.1
602,1950-03-01,5.25,0.15,11.17,0.16,-0.69,0.2,14.3,0.1
603,1950-04-01,8.12,0.19,14.16,0.22,2.04,0.28,15.09,0.1
604,1950-05-01,11.3,0.22,17.25,0.26,5.42,0.29,16.03,0.11
605,1950-06-01,13.38,0.2,19.29,0.23,7.5,0.22,16.66,0.1
606,1950-07-01,14.14,0.24,19.88,0.28,8.42,0.29,16.98,0.12
607,1950-08-01,13.46,0.23,19.39,0.27,7.73,0.26,16.73,0.11
608,1950-09-01,11.95,0.2,17.74,0.21,6.21,0.21,16.12,0.11
609,1950-10-01,9.15,0.16,14.92,0.16,3.45,0.19,15.24,0.1
610,1950-11-01,5.37,0.14,11.08,0.19,-0.43,0.19,14.06,0.09
611,1950-12-01,3.53,0.15,9.12,0.2,-2.07,0.2,13.59,0.1
612,1951-01-01,2.14,0.13,7.77,0.18,-3.52,0.18,13.34,0.09
613,1951-02-01,2.33,0.15,8.16,0.23,-3.66,0.15,13.49,0.09
614,1951-03-01,5.09,0.14,11.07,0.16,-1.09,0.17,14.28,0.09
615,1951-04-01,8.37,0.17,14.54,0.18,2.19,0.21,15.2,0.1
616,1951-05-01,11.44,0.23,17.37,0.24,5.38,0.26,16.16,0.11
617,1951-06-01,13.25,0.24,19.16,0.21,7.31,0.19,16.77,0.11
618,1951-07-01,14.32,0.24,20.23,0.23,8.42,0.25,17.05,0.11
619,1951-08-01,14.02,0.25,19.81,0.28,8.03,0.3,17.08,0.11
620,1951-09-01,12.32,0.22,18.36,0.2,6.43,0.22,16.43,0.1
621,1951-10-01,9.67,0.12,15.15,0.12,4.05,0.16,15.53,0.09
622,1951-11-01,6.23,0.16,11.75,0.19,0.46,0.17,14.42,0.09
623,1951-12-01,4.33,0.15,9.79,0.2,-1.16,0.21,13.99,0.09
624,1952-01-01,3.05,0.14,8.66,0.17,-2.58,0.19,13.76,0.09
625,1952-02-01,3.4,0.18,9.11,0.2,-2.43,0.2,14.01,0.09
626,1952-03-01,4.97,0.17,10.96,0.18,-1.19,0.19,14.37,0.09
627,1952-04-01,8.46,0.23,14.56,0.23,2.44,0.23,15.36,0.1
628,1952-05-01,11.35,0.26,17.29,0.25,5.39,0.27,16.13,0.12
629,1952-06-01,13.44,0.22,19.43,0.24,7.63,0.22,16.75,0.1
630,1952-07-01,14.55,0.28,20.42,0.26,8.75,0.28,17.07,0.12
631,1952-08-01,13.96,0.3,19.75,0.28,8.16,0.3,16.95,0.12
632,1952-09-01,12.24,0.22,18.11,0.2,6.38,0.21,16.39,0.1
633,1952-10-01,9.16,0.17,15.03,0.17,3.29,0.19,15.43,0.1
634,1952-11-01,5.42,0.17,11.02,0.18,-0.16,0.18,14.33,0.09
635,1952-12-01,3.66,0.17,9.21,0.19,-1.85,0.19,13.79,0.09
636,1953-01-01,2.96,0.17,8.54,0.19,-2.63,0.2,13.64,0.09
637,1953-02-01,3.63,0.19,9.51,0.19,-2.18,0.19,14.02,0.09
638,1953-03-01,5.71,0.16,11.68,0.16,-0.22,0.18,14.56,0.09
639,1953-04-01,8.89,0.23,14.81,0.21,2.91,0.25,15.52,0.1
640,1953-05-01,11.51,0.26,17.36,0.25,5.53,0.29,16.27,0.11
641,1953-06-01,13.61,0.22,19.46,0.2,7.75,0.2,16.89,0.1
642,1953-07-01,14.39,0.28,20.25,0.26,8.56,0.27,17.09,0.12
643,1953-08-01,14.06,0.3,19.8,0.27,8.25,0.28,16.98,0.12
644,1953-09-01,12.2,0.22,18.15,0.19,6.29,0.21,16.42,0.1
645,1953-10-01,9.59,0.16,15.37,0.15,3.91,0.2,15.47,0.09
646,1953-11-01,5.92,0.17,11.38,0.16,0.42,0.21,14.33,0.1
647,1953-12-01,4,0.18,9.37,0.18,-1.3,0.21,13.86,0.1
648,1954-01-01,2.06,0.15,7.67,0.18,-3.58,0.2,13.38,0.09
649,1954-02-01,3.08,0.18,8.86,0.2,-2.67,0.2,13.78,0.09
650,1954-03-01,5.15,0.18,11.15,0.14,-0.86,0.2,14.38,0.09
651,1954-04-01,8.16,0.22,13.97,0.22,2.42,0.2,15.23,0.1
652,1954-05-01,10.99,0.22,16.78,0.21,5.2,0.22,15.97,0.1
653,1954-06-01,13.4,0.19,19.21,0.23,7.62,0.18,16.61,0.1
654,1954-07-01,14.24,0.23,20.02,0.22,8.54,0.22,16.85,0.1
655,1954-08-01,13.87,0.25,19.59,0.21,8.18,0.23,16.82,0.1
656,1954-09-01,12.1,0.2,17.85,0.23,6.37,0.18,16.22,0.1
657,1954-10-01,9.55,0.14,15.26,0.14,3.9,0.15,15.42,0.09
658,1954-11-01,6.58,0.14,12.15,0.14,1.05,0.16,14.48,0.09
659,1954-12-01,3.56,0.15,8.91,0.18,-1.77,0.18,13.62,0.09
660,1955-01-01,3.41,0.15,8.91,0.14,-2.03,0.15,13.72,0.09
661,1955-02-01,3.14,0.14,8.97,0.15,-2.71,0.18,13.72,0.09
662,1955-03-01,4.58,0.12,10.38,0.14,-1.43,0.14,14.18,0.08
663,1955-04-01,8.14,0.16,13.91,0.2,2.22,0.18,15.12,0.09
664,1955-05-01,11.19,0.21,17.11,0.23,5.5,0.22,15.88,0.1
665,1955-06-01,13.56,0.15,19.22,0.18,7.74,0.17,16.55,0.09
666,1955-07-01,14.24,0.18,19.96,0.21,8.58,0.22,16.81,0.09
667,1955-08-01,14.28,0.22,19.86,0.25,8.3,0.24,16.9,0.1
668,1955-09-01,11.95,0.16,17.86,0.15,6.41,0.18,16.15,0.09
669,1955-10-01,9.73,0.11,15.45,0.14,3.92,0.19,15.33,0.08
670,1955-11-01,5.97,0.14,11.53,0.18,0.08,0.21,14.21,0.08
671,1955-12-01,3.31,0.12,8.8,0.18,-2.25,0.19,13.52,0.08
672,1956-01-01,2.47,0.1,7.91,0.17,-3.06,0.18,13.44,0.07
673,1956-02-01,2.78,0.17,8.55,0.18,-3.13,0.21,13.63,0.09
