index,Date,AverageTemperature,AverageTemperatureUncertainty
37406,2/1/1946,0.526,0.231
37407,3/1/1946,7.367,0.133
37408,4/1/1946,12.648,0.095
37409,5/1/1946,12.419,0.085
37410,6/1/1946,20.861,0.2
37411,7/1/1946,24.161,0.239
37412,8/1/1946,21.748,0.222
37413,9/1/1946,17.114,0.104
37414,10/1/1946,9.595,0.155
37415,11/1/1946,1.723,0.182
37416,12/1/1946,-0.833,0.19
37417,1/1/1947,-2.481,0.155
37418,2/1/1947,-4.915,0.26
37419,3/1/1947,0.395,0.169
37420,4/1/1947,7.569,0.126
37421,5/1/1947,13.175,0.155
37422,6/1/1947,18.026,0.19
37423,7/1/1947,23.129,0.17
37424,8/1/1947,25.841,0.222
37425,9/1/1947,18.908,0.14
37426,10/1/1947,14.619,0.188
37427,11/1/1947,-0.198,0.208
37428,12/1/1947,-2.458,0.198
37429,1/1/1948,-5.256,0.256
37430,2/1/1948,-4.234,0.158
37431,3/1/1948,-0.396,0.142
37432,4/1/1948,12.067,0.145
37433,5/1/1948,15.299,0.152
37434,6/1/1948,19.705,0.102
37435,7/1/1948,23.539,0.187
37436,8/1/1948,23.196,0.171
37437,9/1/1948,19.714,0.151
37438,10/1/1948,10.25,0.166
37439,11/1/1948,1.758,0.125
37440,12/1/1948,-4.131,0.197
37441,1/1/1949,-11.219,0.202
37442,2/1/1949,-5.812,0.248
37443,3/1/1949,1.686,0.153
37444,4/1/1949,9.722,0.198
37445,5/1/1949,16.256,0.103
37446,6/1/1949,20.67,0.171
37447,7/1/1949,24.164,0.133
37448,8/1/1949,22.812,0.231
37449,9/1/1949,15.781,0.156
37450,10/1/1949,10.41,0.124
37451,11/1/1949,6.906,0.161
37452,12/1/1949,-2.772,0.122
37453,1/1/1950,-8.196,0.268
37454,2/1/1950,-1.717,0.158
37455,3/1/1950,-0.039,0.215
37456,4/1/1950,6.209,0.168
37457,5/1/1950,13.245,0.14
37458,6/1/1950,20.213,0.156
37459,7/1/1950,20.769,0.166
37460,8/1/1950,20.428,0.114
37461,9/1/1950,16.373,0.125
37462,10/1/1950,12.945,0.099
37463,11/1/1950,1.549,0.226
37464,12/1/1950,-2.388,0.082
37465,1/1/1951,-5.298,0.2
37466,2/1/1951,-1,0.241
37467,3/1/1951,-1.144,0.182
37468,4/1/1951,6.522,0.234
37469,5/1/1951,14.913,0.291
37470,6/1/1951,16.83,0.398
37471,7/1/1951,21.994,0.207
37472,8/1/1951,21.809,0.159
37473,9/1/1951,14.871,0.307
37474,10/1/1951,9.424,0.14
37475,11/1/1951,0.862,0.268
37476,12/1/1951,-6.398,0.228
37477,1/1/1952,-4.21,0.18
37478,2/1/1952,-0.231,0.172
37479,3/1/1952,-0.882,0.211
37480,4/1/1952,9.013,0.131
37481,5/1/1952,14.796,0.14
37482,6/1/1952,23.565,0.112
37483,7/1/1952,23.829,0.161
37484,8/1/1952,22.783,0.149
37485,9/1/1952,18.936,0.138
37486,10/1/1952,9.518,0.082
37487,11/1/1952,1.126,0.121
37488,12/1/1952,-3.705,0.192
37489,1/1/1953,-1.543,0.251
37490,2/1/1953,-1.355,0.151
37491,3/1/1953,4.34,0.098
37492,4/1/1953,5.999,0.177
37493,5/1/1953,13.759,0.201
37494,6/1/1953,22.57,0.138
37495,7/1/1953,23.921,0.122
37496,8/1/1953,23.084,0.093
37497,9/1/1953,18.595,0.093
37498,10/1/1953,13.112,0.055
37499,11/1/1953,4.297,0.105
37500,12/1/1953,-2.185,0.095
37501,1/1/1954,-5.216,0.177
37502,2/1/1954,4.827,0.143
37503,3/1/1954,0.081,0.236
37504,4/1/1954,10.902,0.239
37505,5/1/1954,12.983,0.165
37506,6/1/1954,21.404,0.236
37507,7/1/1954,26.234,0.139
37508,8/1/1954,23.056,0.189
37509,9/1/1954,19.303,0.238
37510,10/1/1954,9.718,0.159
37511,11/1/1954,5.673,0.142
37512,12/1/1954,-0.838,0.118
37513,1/1/1955,-5.031,0.224
37514,2/1/1955,-6.284,0.11
37515,3/1/1955,1.173,0.155
37516,4/1/1955,12.042,0.15
37517,5/1/1955,16.932,0.245
37518,6/1/1955,18.394,0.187
37519,7/1/1955,26.14,0.162
37520,8/1/1955,25.194,0.178
37521,9/1/1955,18.676,0.136
37522,10/1/1955,11.504,0.111
37523,11/1/1955,-0.953,0.243
37524,12/1/1955,-5.792,0.195
37525,1/1/1956,-5.491,0.151
37526,2/1/1956,-4.473,0.198
37527,3/1/1956,2.532,0.128
37528,4/1/1956,6.383,0.215
37529,5/1/1956,16.225,0.245
37530,6/1/1956,23.546,0.165
37531,7/1/1956,23.23,0.174
37532,8/1/1956,22.736,0.249
37533,9/1/1956,18.321,0.168
37534,10/1/1956,13.646,0.119
37535,11/1/1956,2.201,0.301
37536,12/1/1956,-0.309,0.256
37537,1/1/1957,-8.865,0.192
37538,2/1/1957,-0.229,0.18
37539,3/1/1957,1.862,0.241
37540,4/1/1957,7.159,0.406
37541,5/1/1957,13.621,0.176
37542,6/1/1957,19.38,0.416
37543,7/1/1957,25.176,0.44
37544,8/1/1957,23.38,0.738
37545,9/1/1957,15.866,0.464
37546,10/1/1957,9.673,0.367
37547,11/1/1957,2.044,0.258
37548,12/1/1957,1.12,0.214
37549,1/1/1958,-2.424,0.34
37550,2/1/1958,-4.634,0.348
37551,3/1/1958,-2.029,0.193
37552,4/1/1958,7.762,0.221
37553,5/1/1958,16.911,0.359
37554,6/1/1958,19.41,0.353
37555,7/1/1958,21.403,0.394
37556,8/1/1958,23.341,0.329
37557,9/1/1958,18.515,0.244
37558,10/1/1958,11.696,0.179
37559,11/1/1958,3.659,0.16
37560,12/1/1958,-3.218,0.147
37561,1/1/1959,-5.899,0.255
37562,2/1/1959,-4.765,0.261
37563,3/1/1959,3.099,0.378
37564,4/1/1959,8.528,0.336
37565,5/1/1959,14.929,0.094
37566,6/1/1959,22.33,0.181
37567,7/1/1959,22.634,0.303
37568,8/1/1959,24.668,0.191
37569,9/1/1959,16.568,0.294
37570,10/1/1959,8.328,0.156
37571,11/1/1959,-0.428,0.128
37572,12/1/1959,0.501,0.086
37573,1/1/1960,-6.461,0.23
37574,2/1/1960,-7.229,0.187
37575,3/1/1960,-3.03,0.187
37576,4/1/1960,9.868,0.254
37577,5/1/1960,14.597,0.365
37578,6/1/1960,19.534,0.304
37579,7/1/1960,23.347,0.207
37580,8/1/1960,23.026,0.316
37581,9/1/1960,18.362,0.121
37582,10/1/1960,11.528,0.142
37583,11/1/1960,3.56,0.173
37584,12/1/1960,-3.125,0.111
37585,1/1/1961,-3.732,0.256
37586,2/1/1961,0.044,0.2
37587,3/1/1961,3.46,0.147
37588,4/1/1961,6.542,0.271
37589,5/1/1961,13.48,0.247
37590,6/1/1961,20.673,0.314
37591,7/1/1961,23.312,0.237
37592,8/1/1961,23.256,0.154
37593,9/1/1961,15.068,0.118
37594,10/1/1961,10.74,0.265
37595,11/1/1961,1.692,0.121
37596,12/1/1961,-5.784,0.139
37597,1/1/1962,-6.924,0.139
37598,2/1/1962,-3.177,0.236
37599,3/1/1962,-0.96,0.206
37600,4/1/1962,9.682,0.258
37601,5/1/1962,17.71,0.154
37602,6/1/1962,19.486,0.541
37603,7/1/1962,22.273,0.259
37604,8/1/1962,22.461,0.248
37605,9/1/1962,16.192,0.303
37606,10/1/1962,11.951,0.334
37607,11/1/1962,4.761,0.129
37608,12/1/1962,-1.98,0.208
37609,1/1/1963,-10.63,0.133
37610,2/1/1963,-0.618,0.18
37611,3/1/1963,4.886,0.204
37612,4/1/1963,10.432,0.213
37613,5/1/1963,15.841,0.271
37614,6/1/1963,22.663,0.238
37615,7/1/1963,25.064,0.376
37616,8/1/1963,23.109,0.166
37617,9/1/1963,19.203,0.264
37618,10/1/1963,15.472,0.128
37619,11/1/1963,4.825,0.23
37620,12/1/1963,-6.123,0.12
37621,1/1/1964,-1.999,0.191
37622,2/1/1964,-2.616,0.213
37623,3/1/1964,0.078,0.111
37624,4/1/1964,9.125,0.193
37625,5/1/1964,16.99,0.194
37626,6/1/1964,20.065,0.333
37627,7/1/1964,25.535,0.246
37628,8/1/1964,21.017,0.252
37629,9/1/1964,16.968,0.096
37630,10/1/1964,10.732,0.255
37631,11/1/1964,2.991,0.185
37632,12/1/1964,-4.521,0.169
37633,1/1/1965,-3.506,0.263
37634,2/1/1965,-4.405,0.241
37635,3/1/1965,-3.934,0.252
37636,4/1/1965,10.302,0.115
37637,5/1/1965,16.257,0.324
37638,6/1/1965,19.865,0.502
37639,7/1/1965,23.122,0.251
37640,8/1/1965,21.816,0.191
37641,9/1/1965,12.708,0.189
37642,10/1/1965,12.295,0.259
37643,11/1/1965,4.464,0.271
37644,12/1/1965,-0.135,0.278
37645,1/1/1966,-8.419,0.214
37646,2/1/1966,-4.916,0.155
37647,3/1/1966,4.447,0.264
37648,4/1/1966,6.737,0.126
37649,5/1/1966,15.392,0.17
37650,6/1/1966,20.502,0.18
37651,7/1/1966,25.874,0.268
37652,8/1/1966,20.737,0.321
37653,9/1/1966,16.907,0.251
37654,10/1/1966,10.621,0.196
37655,11/1/1966,2.837,0.191
37656,12/1/1966,-3.541,0.189
37657,1/1/1967,-3.318,0.215
37658,2/1/1967,-1.875,0.283
37659,3/1/1967,5.133,0.287
37660,4/1/1967,10.036,0.104
37661,5/1/1967,12.489,0.217
37662,6/1/1967,18.707,0.246
37663,7/1/1967,22.325,0.437
37664,8/1/1967,21.411,0.268
37665,9/1/1967,16.842,0.25
37666,10/1/1967,10.673,0.06
37667,11/1/1967,2.307,0.119
37668,12/1/1967,-4.066,0.169
37669,1/1/1968,-5.042,0.22
37670,2/1/1968,-2.314,0.178
37671,3/1/1968,5.721,0.186
37672,4/1/1968,8.552,0.195
37673,5/1/1968,12.547,0.133
37674,6/1/1968,21.381,0.323
37675,7/1/1968,23.201,0.283
37676,8/1/1968,22.276,0.186
37677,9/1/1968,16.805,0.102
37678,10/1/1968,11.5,0.253
37679,11/1/1968,2.231,0.159
37680,12/1/1968,-6.142,0.198
37681,1/1/1969,-8.051,0.236
37682,2/1/1969,-3.242,0.181
37683,3/1/1969,-1.859,0.174
37684,4/1/1969,10.741,0.219
37685,5/1/1969,16.2,0.2
37686,6/1/1969,17.881,0.284
37687,7/1/1969,23.943,0.112
37688,8/1/1969,23.708,0.302
37689,9/1/1969,18.952,0.161
37690,10/1/1969,6.932,0.132
37691,11/1/1969,3.939,0.086
37692,12/1/1969,-2.661,0.216
37693,1/1/1970,-7.031,0.29
37694,2/1/1970,0.165,0.143
37695,3/1/1970,-0.199,0.297
37696,4/1/1970,7.934,0.222
37697,5/1/1970,16.997,0.181
37698,6/1/1970,20.861,0.254
37699,7/1/1970,24.212,0.168
37700,8/1/1970,24.308,0.201
37701,9/1/1970,17.034,0.147
37702,10/1/1970,8.489,0.144
37703,11/1/1970,2.273,0.117
37704,12/1/1970,-3.036,0.183
37705,1/1/1971,-6.234,0.108
37706,2/1/1971,-3.978,0.16
37707,3/1/1971,1.571,0.16
37708,4/1/1971,9.553,0.202
37709,5/1/1971,13.54,0.221
37710,6/1/1971,22.272,0.152
37711,7/1/1971,21.829,0.2
37712,8/1/1971,23.259,0.214
37713,9/1/1971,16.714,0.217
37714,10/1/1971,11.158,0.184
37715,11/1/1971,3.433,0.118
37716,12/1/1971,-2.537,0.156
37717,1/1/1972,-6.484,0.212
37718,2/1/1972,-2.14,0.311
37719,3/1/1972,4.97,0.157
37720,4/1/1972,8.658,0.223
37721,5/1/1972,15.013,0.131
37722,6/1/1972,20.976,0.21
37723,7/1/1972,22.092,0.217
37724,8/1/1972,22.009,0.188
37725,9/1/1972,17.207,0.194
37726,10/1/1972,8.987,0.232
37727,11/1/1972,0.28,0.075
37728,12/1/1972,-6.984,0.201
37729,1/1/1973,-4.878,0.326
37730,2/1/1973,-1.52,0.28
37731,3/1/1973,4.774,0.205
37732,4/1/1973,7.898,0.22
37733,5/1/1973,13.886,0.33
37734,6/1/1973,20.987,0.119
37735,7/1/1973,23.269,0.316
37736,8/1/1973,24.169,0.284
37737,9/1/1973,15.739,0.13
37738,10/1/1973,12.083,0.235
37739,11/1/1973,2.513,0.115
37740,12/1/1973,-4.133,0.172
37741,1/1/1974,-7.159,0.254
37742,2/1/1974,0.048,0.279
37743,3/1/1974,4.812,0.196
37744,4/1/1974,9.97,0.154
37745,5/1/1974,15.719,0.188
37746,6/1/1974,20.204,0.167
37747,7/1/1974,26.161,0.219
37748,8/1/1974,20.615,0.279
37749,9/1/1974,15.412,0.203
37750,10/1/1974,12.051,0.072
37751,11/1/1974,3.208,0.33
37752,12/1/1974,-2.6,0.259
37753,1/1/1975,-3.932,0.221
37754,2/1/1975,-5.278,0.272
37755,3/1/1975,-0.26,0.223
37756,4/1/1975,7.359,0.115
37757,5/1/1975,15.448,0.216
37758,6/1/1975,19.579,0.231
37759,7/1/1975,24.496,0.313
37760,8/1/1975,23.599,0.516
37761,9/1/1975,15.896,0.285
37762,10/1/1975,11.855,0.246
37763,11/1/1975,1.882,0.173
37764,12/1/1975,-2.061,0.165
37765,1/1/1976,-4.832,0.245
37766,2/1/1976,2.318,0.209
37767,3/1/1976,2.867,0.185
37768,4/1/1976,10.516,0.188
37769,5/1/1976,14.246,0.373
37770,6/1/1976,20.629,0.272
37771,7/1/1976,24.402,0.362
37772,8/1/1976,23.36,0.278
37773,9/1/1976,17.76,0.225
37774,10/1/1976,8.033,0.305
37775,11/1/1976,0.264,0.117
37776,12/1/1976,-2.542,0.119
37777,1/1/1977,-8.924,0.188
37778,2/1/1977,0.808,0.277
37779,3/1/1977,3.81,0.189
37780,4/1/1977,11.745,0.141
37781,5/1/1977,18.095,0.23
37782,6/1/1977,22.371,0.18
37783,7/1/1977,24.848,0.299
37784,8/1/1977,21.159,0.285
37785,9/1/1977,18.4,0.178
37786,10/1/1977,10.722,0.16
37787,11/1/1977,2.664,0.115
37788,12/1/1977,-3.77,0.193
37789,1/1/1978,-11.016,0.203
37790,2/1/1978,-8.975,0.277
37791,3/1/1978,1.928,0.229
37792,4/1/1978,9.296,0.209
37793,5/1/1978,14.57,0.196
37794,6/1/1978,21.013,0.213
37795,7/1/1978,23.879,0.258
37796,8/1/1978,22.26,0.292
37797,9/1/1978,19.66,0.173
37798,10/1/1978,10.635,0.166
37799,11/1/1978,1.229,0.221
37800,12/1/1978,-7.19,0.267
37801,1/1/1979,-13.106,0.333
37802,2/1/1979,-7.906,0.399
37803,3/1/1979,2.439,0.211
37804,4/1/1979,8.575,0.294
37805,5/1/1979,13.728,0.241
37806,6/1/1979,20.215,0.177
37807,7/1/1979,23.038,0.154
37808,8/1/1979,22.037,0.336
37809,9/1/1979,19.242,0.12
37810,10/1/1979,11.216,0.129
37811,11/1/1979,0.274,0.082
37812,12/1/1979,0.271,0.174
37813,1/1/1980,-5.247,0.156
37814,2/1/1980,-3.949,0.204
37815,3/1/1980,0.715,0.113
37816,4/1/1980,9.47,0.223
37817,5/1/1980,15.185,0.22
37818,6/1/1980,21.907,0.221
37819,7/1/1980,25.918,0.256
37820,8/1/1980,23.456,0.301
37821,9/1/1980,18.578,0.13
37822,10/1/1980,10.006,0.146
37823,11/1/1980,4.593,0.133
37824,12/1/1980,-0.715,0.134
37825,1/1/1981,-1.356,0.253
37826,2/1/1981,-0.964,0.191
37827,3/1/1981,4.902,0.163
37828,4/1/1981,13.288,0.207
37829,5/1/1981,13.638,0.154
37830,6/1/1981,21.525,0.28
37831,7/1/1981,23.736,0.311
37832,8/1/1981,21.792,0.124
37833,9/1/1981,18.143,0.154
37834,10/1/1981,9.713,0.214
37835,11/1/1981,5.179,0.143
37836,12/1/1981,-3.242,0.22
37837,1/1/1982,-9.477,0.16
37838,2/1/1982,-3.434,0.236
37839,3/1/1982,2.39,0.253
37840,4/1/1982,7.575,0.136
37841,5/1/1982,15.006,0.232
37842,6/1/1982,17.797,0.209
37843,7/1/1982,24.085,0.239
37844,8/1/1982,22.863,0.163
37845,9/1/1982,16.96,0.166
37846,10/1/1982,10.067,0.106
37847,11/1/1982,1.145,0.236
37848,12/1/1982,-1.712,0.269
37849,1/1/1983,-2.318,0.203
37850,2/1/1983,0.54,0.246
37851,3/1/1983,2.69,0.17
37852,4/1/1983,5.611,0.16
37853,5/1/1983,12.687,0.176
37854,6/1/1983,19.322,0.253
37855,7/1/1983,24.884,0.249
37856,8/1/1983,26.198,0.197
37857,9/1/1983,18.689,0.165
37858,10/1/1983,11.008,0.177
37859,11/1/1983,2.836,0.171
37860,12/1/1983,-13.045,0.277
37861,1/1/1984,-5.099,0.193
37862,2/1/1984,0.664,0.274
37863,3/1/1984,0.684,0.179
37864,4/1/1984,6.654,0.115
37865,5/1/1984,14.47,0.103
37866,6/1/1984,20.865,0.139
37867,7/1/1984,23.652,0.292
37868,8/1/1984,24.245,0.204
37869,9/1/1984,15.758,0.121
37870,10/1/1984,9.525,0.238
37871,11/1/1984,3.411,0.167
37872,12/1/1984,-3.743,0.258
37873,1/1/1985,-7.047,0.216
37874,2/1/1985,-4.754,0.229
37875,3/1/1985,5.007,0.137
37876,4/1/1985,11.582,0.277
37877,5/1/1985,17.096,0.245
37878,6/1/1985,19.254,0.28
37879,7/1/1985,23.898,0.25
37880,8/1/1985,21.17,0.204
37881,9/1/1985,15.816,0.23
37882,10/1/1985,9.831,0.158
37883,11/1/1985,-3.848,0.184
37884,12/1/1985,-7.109,0.266
37885,1/1/1986,-0.273,0.348
37886,2/1/1986,-2.981,0.299
37887,3/1/1986,6.698,0.216
37888,4/1/1986,9.675,0.157
37889,5/1/1986,15.143,0.151
37890,6/1/1986,22.242,0.193
37891,7/1/1986,24.344,0.208
37892,8/1/1986,21.335,0.276
37893,9/1/1986,17.222,0.255
37894,10/1/1986,10.302,0.158
37895,11/1/1986,1.406,0.156
37896,12/1/1986,-1.299,0.198
37897,1/1/1987,-1.651,0.231
37898,2/1/1987,1.924,0.284
37899,3/1/1987,2.814,0.152
37900,4/1/1987,11.278,0.208
37901,5/1/1987,17.709,0.146
37902,6/1/1987,22.069,0.161
37903,7/1/1987,24.62,0.2
37904,8/1/1987,21.416,0.232
37905,9/1/1987,17.087,0.114
37906,10/1/1987,8.805,0.112
37907,11/1/1987,4.516,0.175
37908,12/1/1987,-1.915,0.203
37909,1/1/1988,-7.947,0.3
37910,2/1/1988,-3.625,0.192
37911,3/1/1988,3.693,0.115
37912,4/1/1988,9.138,0.183
37913,5/1/1988,17.111,0.185
37914,6/1/1988,24.206,0.282
37915,7/1/1988,23.948,0.223
37916,8/1/1988,23.841,0.116
37917,9/1/1988,17.618,0.163
37918,10/1/1988,9.55,0.137
37919,11/1/1988,3.74,0.106
37920,12/1/1988,-0.93,0.226
37921,1/1/1989,-0.522,0.299
37922,2/1/1989,-8.142,0.119
37923,3/1/1989,1.957,0.272
37924,4/1/1989,10.627,0.16
37925,5/1/1989,15.45,0.177
37926,6/1/1989,19.32,0.281
37927,7/1/1989,24.504,0.273
37928,8/1/1989,22.721,0.301
37929,9/1/1989,16.638,0.149
37930,10/1/1989,11.009,0.213
37931,11/1/1989,3.163,0.137
37932,12/1/1989,-6.894,0.082
37933,1/1/1990,0.071,0.246
37934,2/1/1990,-1.095,0.21
37935,3/1/1990,4.208,0.26
37936,4/1/1990,9.037,0.13
37937,5/1/1990,13.687,0.159
37938,6/1/1990,22.064,0.351
37939,7/1/1990,22.942,0.224
37940,8/1/1990,23.067,0.279
37941,9/1/1990,19.989,0.234
37942,10/1/1990,10.605,0.205
37943,11/1/1990,4.848,0.275
37944,12/1/1990,-6.154,0.222
37945,1/1/1991,-6.635,0.222
37946,2/1/1991,2.488,0.211
37947,3/1/1991,4.762,0.214
37948,4/1/1991,10.032,0.14
37949,5/1/1991,16.512,0.17
37950,6/1/1991,22.437,0.125
37951,7/1/1991,23.974,0.231
37952,8/1/1991,23.317,0.229
37953,9/1/1991,18.045,0.175
37954,10/1/1991,9.877,0.148
37955,11/1/1991,-0.604,0.119
37956,12/1/1991,-0.263,0.173
37957,1/1/1992,-0.28,0.262
37958,2/1/1992,2.699,0.256
37959,3/1/1992,5.691,0.191
37960,4/1/1992,9.343,0.296
37961,5/1/1992,15.868,0.086
37962,6/1/1992,18.95,0.233
37963,7/1/1992,20.478,0.213
37964,8/1/1992,19.829,0.213
37965,9/1/1992,17.438,0.313
37966,10/1/1992,10.672,0.105
37967,11/1/1992,0.427,0.202
37968,12/1/1992,-4.994,0.384
37969,1/1/1993,-7.418,0.245
37970,2/1/1993,-6.914,0.213
37971,3/1/1993,2.404,0.243
37972,4/1/1993,7.664,0.17
37973,5/1/1993,14.931,0.281
37974,6/1/1993,18.938,0.174
37975,7/1/1993,21.986,0.235
37976,8/1/1993,21.975,0.26
37977,9/1/1993,14.746,0.166
37978,10/1/1993,9.593,0.119
37979,11/1/1993,0.212,0.247
37980,12/1/1993,-1.156,0.182
37981,1/1/1994,-5.852,0.276
37982,2/1/1994,-6.008,0.145
37983,3/1/1994,5.147,0.172
37984,4/1/1994,9.132,0.146
37985,5/1/1994,17.163,0.151
37986,6/1/1994,22.116,0.287
37987,7/1/1994,21.989,0.23
37988,8/1/1994,22.57,0.218
37989,9/1/1994,18.563,0.191
37990,10/1/1994,11.377,0.131
37991,11/1/1994,3.414,0.193
37992,12/1/1994,-1.548,0.192
37993,1/1/1995,-3.883,0.155
37994,2/1/1995,0.856,0.182
37995,3/1/1995,3.04,0.175
37996,4/1/1995,6.515,0.219
37997,5/1/1995,11.906,0.172
37998,6/1/1995,19.705,0.14
37999,7/1/1995,23.784,0.173
38000,8/1/1995,24.958,0.148
38001,9/1/1995,16.73,0.216
38002,10/1/1995,9.897,0.109
38003,11/1/1995,2.393,0.147
38004,12/1/1995,-2.313,0.096
38005,1/1/1996,-7.213,0.163
38006,2/1/1996,-1.303,0.153
38007,3/1/1996,-0.392,0.137
38008,4/1/1996,8.586,0.155
38009,5/1/1996,13.918,0.14
38010,6/1/1996,21.284,0.208
38011,7/1/1996,22.525,0.232
38012,8/1/1996,21.963,0.181
38013,9/1/1996,16.182,0.218
38014,10/1/1996,10.585,0.141
38015,11/1/1996,-0.843,0.173
38016,12/1/1996,-5.211,0.15
38017,1/1/1997,-6.231,0.164
38018,2/1/1997,-1.447,0.158
38019,3/1/1997,4.592,0.261
38020,4/1/1997,6.014,0.147
38021,5/1/1997,13.427,0.195
38022,6/1/1997,21.306,0.172
38023,7/1/1997,23.907,0.286
38024,8/1/1997,22.16,0.284
38025,9/1/1997,18.777,0.189
38026,10/1/1997,11.1,0.225
38027,11/1/1997,1.704,0.104
38028,12/1/1997,-1.318,0.103
38029,1/1/1998,-2.99,0.129
38030,2/1/1998,1.873,0.174
38031,3/1/1998,0.074,0.19
38032,4/1/1998,8.79,0.118
38033,5/1/1998,17.054,0.106
38034,6/1/1998,18.793,0.218
38035,7/1/1998,24.467,0.236
38036,8/1/1998,23.418,0.16
38037,9/1/1998,21.062,0.156
38038,10/1/1998,11.114,0.112
38039,11/1/1998,5.078,0.139
38040,12/1/1998,-1.437,0.088
38041,1/1/1999,-3.206,0.131
38042,2/1/1999,2.817,0.224
38043,3/1/1999,4.205,0.093
38044,4/1/1999,8.523,0.183
38045,5/1/1999,15.022,0.112
38046,6/1/1999,19.816,0.118
38047,7/1/1999,24.926,0.229
38048,8/1/1999,22.672,0.246
38049,9/1/1999,16.197,0.211
38050,10/1/1999,10.845,0.249
38051,11/1/1999,7.528,0.108
38052,12/1/1999,0.275,0.149
38053,1/1/2000,-2.024,0.144
38054,2/1/2000,1.719,0.209
38055,3/1/2000,5.687,0.154
38056,4/1/2000,9.417,0.11
38057,5/1/2000,16.827,0.103
38058,6/1/2000,20.207,0.233
38059,7/1/2000,24.476,0.272
38060,8/1/2000,25.026,0.305
38061,9/1/2000,18.571,0.202
38062,10/1/2000,11.72,0.185
38063,11/1/2000,-1.85,0.129
38064,12/1/2000,-7.44,0.273
38065,1/1/2001,-2.592,0.178
38066,2/1/2001,-5.575,0.161
38067,3/1/2001,2.077,0.11
38068,4/1/2001,10.431,0.114
38069,5/1/2001,15.878,0.197
38070,6/1/2001,20.768,0.131
38071,7/1/2001,25.505,0.205
38072,8/1/2001,23.852,0.155
38073,9/1/2001,18.054,0.263
38074,10/1/2001,10.712,0.099
38075,11/1/2001,6.84,0.161
38076,12/1/2001,-0.907,0.135
38077,1/1/2002,-1.381,0.137
38078,2/1/2002,-0.071,0.237
38079,3/1/2002,-1.119,0.193
38080,4/1/2002,10.11,0.123
38081,5/1/2002,13.872,0.158
38082,6/1/2002,23.745,0.107
38083,7/1/2002,26.353,0.246
38084,8/1/2002,23.271,0.145
38085,9/1/2002,18.476,0.19
38086,10/1/2002,6.938,0.237
38087,11/1/2002,3.053,0.155
38088,12/1/2002,-0.155,0.144
38089,1/1/2003,-2.819,0.057
38090,2/1/2003,-3.796,0.185
38091,3/1/2003,3.851,0.19
38092,4/1/2003,10.477,0.165
38093,5/1/2003,14.653,0.252
38094,6/1/2003,19.397,0.33
38095,7/1/2003,25.281,0.262
38096,8/1/2003,24.713,0.27
38097,9/1/2003,16.788,0.284
38098,10/1/2003,12.693,0.325
38099,11/1/2003,1.771,0.149
38100,12/1/2003,-0.67,0.112
38101,1/1/2004,-4.398,0.234
38102,2/1/2004,-2.988,0.208
38103,3/1/2004,6.291,0.202
38104,4/1/2004,10.45,0.213
38105,5/1/2004,16.202,0.097
38106,6/1/2004,18.906,0.32
38107,7/1/2004,22.661,0.256
38108,8/1/2004,20.758,0.248
38109,9/1/2004,19.452,0.142
38110,10/1/2004,11.349,0.224
38111,11/1/2004,4.057,0.12
38112,12/1/2004,-0.608,0.132
38113,1/1/2005,-4.835,0.237
38114,2/1/2005,1.318,0.123
38115,3/1/2005,4.147,0.147
38116,4/1/2005,9.962,0.122
38117,5/1/2005,14.734,0.178
38118,6/1/2005,21.603,0.195
38119,7/1/2005,24.95,0.191
38120,8/1/2005,23.032,0.15
38121,9/1/2005,20.197,0.066
38122,10/1/2005,11.202,0.165
38123,11/1/2005,5.305,0.177
38124,12/1/2005,-3.779,0.184
38125,1/1/2006,2.808,0.2
38126,2/1/2006,-2.207,0.182
38127,3/1/2006,2.781,0.176
38128,4/1/2006,11.969,0.251
38129,5/1/2006,16.682,0.242
38130,6/1/2006,22.628,0.233
38131,7/1/2006,25.934,0.249
38132,8/1/2006,23.222,0.233
38133,9/1/2006,15.41,0.171
38134,10/1/2006,9.058,0.138
38135,11/1/2006,3.493,0.161
38136,12/1/2006,-0.793,0.152
38137,1/1/2007,-5.605,0.126
38138,2/1/2007,-5.057,0.279
38139,3/1/2007,7.622,0.15
38140,4/1/2007,8.174,0.149
38141,5/1/2007,17.276,0.124
38142,6/1/2007,21.274,0.159
38143,7/1/2007,25.165,0.187
38144,8/1/2007,24.646,0.166
38145,9/1/2007,18.732,0.247
38146,10/1/2007,12.173,0.062
38147,11/1/2007,4.425,0.095
38148,12/1/2007,-5.251,0.187
38149,1/1/2008,-5.775,0.287
38150,2/1/2008,-3.239,0.146
38151,3/1/2008,2.956,0.147
38152,4/1/2008,7.215,0.09
38153,5/1/2008,13.991,0.108
38154,6/1/2008,20.243,0.248
38155,7/1/2008,24.438,0.161
38156,8/1/2008,22.457,0.257
38157,9/1/2008,17.297,0.221
38158,10/1/2008,10.295,0.109
38159,11/1/2008,4.043,0.102
38160,12/1/2008,-5.85,0.155
38161,1/1/2009,-3.673,0.189
38162,2/1/2009,-0.168,0.196
38163,3/1/2009,3.087,0.104
38164,4/1/2009,7.908,0.208
38165,5/1/2009,15.524,0.111
38166,6/1/2009,19.819,0.185
38167,7/1/2009,21.786,0.318
38168,8/1/2009,21.289,0.25
38169,9/1/2009,17.163,0.145
38170,10/1/2009,5.868,0.171
38171,11/1/2009,5.937,0.245
